...1,file,speaker,language,duration,segment,word,f1,f2,f3,previous_sound,next_sound,percent,IsApproximant,IsAcoustic,gender,omit,position
1725,JP_7cd4t4_lap083_L,7cd4t4,Japanese,0.06,L,lap,432,1419,2844,-,AE1,50,yes,yes,Female,0,initial
1726,JP_7cd4t4_lap132_L,7cd4t4,Japanese,0.032,L,lap,311,1339,2783,-,AE1,50,yes,yes,Female,0,initial
1727,JP_7cd4t4_lap181_L,7cd4t4,Japanese,0.04,L,lap,456,1403,2710,-,AE1,50,yes,yes,Female,0,initial
1728,JP_7cd4t4_leaf033_L,7cd4t4,Japanese,0.086,L,leaf,296,1775,2656,-,IY1,50,yes,yes,Female,0,initial
1729,JP_7cd4t4_leaf084_L,7cd4t4,Japanese,0.032,L,leaf,330,1915,2792,-,IY1,50,yes,yes,Female,0,initial
1730,JP_7cd4t4_leap051_L,7cd4t4,Japanese,0.066,L,leap,235,1608,2800,-,IY1,50,yes,yes,Female,0,initial
1731,JP_7cd4t4_leap151_L,7cd4t4,Japanese,0.056,L,leap,228,1507,2862,-,IY1,50,yes,yes,Female,0,initial
1732,JP_7cd4t4_leave085_L,7cd4t4,Japanese,0.09,L,leave,247,1450,2716,-,IY1,50,yes,yes,Female,0,initial
1733,JP_7cd4t4_leave134_L,7cd4t4,Japanese,0.08,L,leave,228,1630,2744,-,IY1,50,yes,yes,Female,0,initial
1734,JP_7cd4t4_loom028_L,7cd4t4,Japanese,0.064,L,loom,254,1461,2689,-,UW1,50,yes,yes,Female,0,initial
1735,JP_7cd4t4_loom079_L,7cd4t4,Japanese,0.07,L,loom,244,1379,2751,-,UW1,50,yes,yes,Female,0,initial
1736,JP_7cd4t4_loom128_L,7cd4t4,Japanese,0.074,L,loom,244,1337,2787,-,UW1,50,yes,yes,Female,0,initial
1737,JP_7cd4t4_lube096_L,7cd4t4,Japanese,0.064,L,lube,252,1511,2674,-,UW1,50,yes,yes,Female,0,initial
1738,JP_7cd4t4_ram097_R,7cd4t4,Japanese,0.034,R,ram,444,1132,2391,-,AE1,50,yes,yes,Female,0,initial
1739,JP_7cd4t4_ram195_R,7cd4t4,Japanese,0.03,R,ram,425,1098,2565,-,AE1,50,yes,yes,Female,0,initial
1740,JP_7cd4t4_ramp047_R,7cd4t4,Japanese,0.036,R,ramp,531,1296,2408,-,AE1,50,yes,yes,Female,0,initial
1741,JP_7cd4t4_ramp098_R,7cd4t4,Japanese,0.04,R,ramp,551,1264,2458,-,AE1,50,yes,yes,Female,0,initial
1742,JP_7cd4t4_ramp196_R,7cd4t4,Japanese,0.04,R,ramp,390,1138,2363,-,AE1,50,yes,yes,Female,0,initial
1743,JP_7cd4t4_rap103_R,7cd4t4,Japanese,0.03,R,rap,488,1239,2458,-,AE1,50,yes,yes,Female,0,initial
1744,JP_7cd4t4_rap152_R,7cd4t4,Japanese,0.038,R,rap,506,1184,2541,-,AE1,50,yes,yes,Female,0,initial
1745,JP_7cd4t4_rap201_R,7cd4t4,Japanese,0.04,R,rap,549,1241,2550,-,AE1,50,yes,yes,Female,0,initial
1746,JP_7cd4t4_reap078_R,7cd4t4,Japanese,0.048,R,reap,282,1290,2475,-,IY1,50,yes,yes,Female,0,initial
1747,JP_7cd4t4_reap127_R,7cd4t4,Japanese,0.032,R,reap,385,1439,2701,-,IY1,50,yes,yes,Female,0,initial
1748,JP_7cd4t4_reap176_R,7cd4t4,Japanese,0.058,R,reap,305,1283,2825,-,IY1,50,yes,yes,Female,0,initial
1749,JP_7cd4t4_reef048_R,7cd4t4,Japanese,0.03,R,reef,415,1592,2410,-,IY1,50,yes,yes,Female,0,initial
1750,JP_7cd4t4_reef148_R,7cd4t4,Japanese,0.04,R,reef,259,1393,2528,-,IY1,50,yes,yes,Female,0,initial
1751,JP_7cd4t4_reef197_R,7cd4t4,Japanese,0.052,R,reef,307,1478,2675,-,IY1,50,yes,yes,Female,0,initial
1752,JP_7cd4t4_reeve137_R,7cd4t4,Japanese,0.05,R,reeve,260,1479,2813,-,IY1,50,yes,yes,Female,0,initial
1753,JP_7cd4t4_reeve186_R,7cd4t4,Japanese,0.034,R,reeve,312,1385,2813,-,IY1,50,yes,yes,Female,0,initial
1754,JP_7cd4t4_room025_R,7cd4t4,Japanese,0.07,R,room,275,1171,2548,-,UW1,50,yes,yes,Female,0,initial
1755,JP_7cd4t4_room076_R,7cd4t4,Japanese,0.046,R,room,374,1192,2427,-,UW1,50,yes,yes,Female,0,initial
1756,JP_7cd4t4_room125_R,7cd4t4,Japanese,0.076,R,room,289,1105,2511,-,UW1,50,yes,yes,Female,0,initial
1757,JP_7cd4t4_room174_R,7cd4t4,Japanese,0.042,R,room,280,1192,2531,-,UW1,50,yes,yes,Female,0,initial
1758,JP_7cd4t4_rube054_R,7cd4t4,Japanese,0.034,R,rube,301,974,2372,-,UW1,50,yes,yes,Female,0,initial
1759,JP_7cd4t4_rube105_R,7cd4t4,Japanese,0.032,R,rube,282,1075,2551,-,UW1,50,yes,yes,Female,0,initial
1760,JP_7cd4t4_rube154_R,7cd4t4,Japanese,0.046,R,rube,273,1120,2414,-,UW1,50,yes,yes,Female,0,initial
1761,JP_7cd4t4_rube203_R,7cd4t4,Japanese,0.064,R,rube,273,1041,2585,-,UW1,50,yes,yes,Female,0,initial
1762,JP_9c4efu_lamb035_L,9c4efu,Japanese,0.116,L,lamb,386,2219,2846,-,AE1,50,yes,yes,Female,0,initial
1763,JP_9c4efu_lamb088_L,9c4efu,Japanese,0.082,L,lamb,452,1397,2296,-,AE1,50,yes,yes,Female,0,initial
1764,JP_9c4efu_lamb137_L,9c4efu,Japanese,0.166,L,lamb,295,2038,2813,-,AE1,50,yes,yes,Female,0,initial
1765,JP_9c4efu_lamb185_L,9c4efu,Japanese,0.082,L,lamb,286,2126,2880,-,AE1,50,yes,yes,Female,0,initial
1766,JP_9c4efu_lamb208_L,9c4efu,Japanese,0.178,L,lamb,395,1779,2215,-,AE1,50,yes,yes,Female,0,initial
1767,JP_9c4efu_lamp053_L,9c4efu,Japanese,0.076,L,lamp,443,1302,2408,-,AE1,50,yes,yes,Female,0,initial
1768,JP_9c4efu_lamp106_L,9c4efu,Japanese,0.056,L,lamp,397,1493,2030,-,AE1,50,yes,yes,Female,0,initial
1769,JP_9c4efu_lamp155_L,9c4efu,Japanese,0.062,L,lamp,338,1344,2306,-,AE1,50,yes,yes,Female,0,initial
1770,JP_9c4efu_lamp203_L,9c4efu,Japanese,0.16,L,lamp,347,1324,2236,-,AE1,50,yes,yes,Female,0,initial
1771,JP_9c4efu_lamp209_L,9c4efu,Japanese,0.104,L,lamp,281,1913,2561,-,AE1,50,yes,yes,Female,0,initial
1772,JP_9c4efu_lamp210_L,9c4efu,Japanese,0.074,L,lamp,286,1227,2369,-,AE1,50,yes,yes,Female,0,initial
1773,JP_9c4efu_lap032_L,9c4efu,Japanese,0.09,L,lap,327,2056,2622,-,AE1,50,yes,yes,Female,0,initial
1774,JP_9c4efu_lap085_L,9c4efu,Japanese,0.126,L,lap,380,1386,1990,-,AE1,50,yes,yes,Female,0,initial
1775,JP_9c4efu_lap134_L,9c4efu,Japanese,0.102,L,lap,398,1416,1981,-,AE1,50,yes,yes,Female,0,initial
1776,JP_9c4efu_lap182_L,9c4efu,Japanese,0.044,L,lap,350,1661,2693,-,AE1,50,yes,yes,Female,0,initial
1777,JP_9c4efu_loom081_L,9c4efu,Japanese,0.032,L,loom,276,1920,2515,-,UW1,50,yes,yes,Female,0,initial
1778,JP_9c4efu_loom178_L,9c4efu,Japanese,0.066,L,loom,288,1264,2334,-,UW1,50,yes,yes,Female,0,initial
1779,JP_9c4efu_ram046_R,9c4efu,Japanese,0.05,R,ram,405,1141,2316,-,AE1,50,yes,yes,Female,0,initial
1780,JP_9c4efu_ram099_R,9c4efu,Japanese,0.034,R,ram,349,1266,2083,-,AE1,50,yes,yes,Female,0,initial
1781,JP_9c4efu_ram148_R,9c4efu,Japanese,0.078,R,ram,288,1218,2297,-,AE1,50,yes,yes,Female,0,initial
1782,JP_9c4efu_ram196_R,9c4efu,Japanese,0.03,R,ram,472,1297,2262,-,AE1,50,yes,yes,Female,0,initial
1783,JP_9c4efu_ramp047_R,9c4efu,Japanese,0.106,R,ramp,398,1152,2435,-,AE1,50,yes,yes,Female,0,initial
1784,JP_9c4efu_ramp100_R,9c4efu,Japanese,0.056,R,ramp,324,1319,2186,-,AE1,50,yes,yes,Female,0,initial
1785,JP_9c4efu_ramp149_R,9c4efu,Japanese,0.066,R,ramp,329,1286,2433,-,AE1,50,yes,yes,Female,0,initial
1786,JP_9c4efu_ramp197_R,9c4efu,Japanese,0.048,R,ramp,386,1467,2240,-,AE1,50,yes,yes,Female,0,initial
1787,JP_9c4efu_rap052_R,9c4efu,Japanese,0.068,R,rap,475,1346,2399,-,AE1,50,yes,yes,Female,0,initial
1788,JP_9c4efu_rap105_R,9c4efu,Japanese,0.052,R,rap,462,1222,2232,-,AE1,50,yes,yes,Female,0,initial
1789,JP_9c4efu_rap154_R,9c4efu,Japanese,0.082,R,rap,298,1244,2539,-,AE1,50,yes,yes,Female,0,initial
1790,JP_9c4efu_rap202_R,9c4efu,Japanese,0.058,R,rap,318,1260,2382,-,AE1,50,yes,yes,Female,0,initial
1791,JP_9c4efu_reap027_R,9c4efu,Japanese,0.076,R,reap,276,2368,2952,-,IY1,50,yes,yes,Female,0,initial
1792,JP_9c4efu_reap080_R,9c4efu,Japanese,0.098,R,reap,280,2048,2597,-,IY1,50,yes,yes,Female,0,initial
1793,JP_9c4efu_reap129_R,9c4efu,Japanese,0.048,R,reap,290,1491,2634,-,IY1,50,yes,yes,Female,0,initial
1794,JP_9c4efu_reap177_R,9c4efu,Japanese,0.036,R,reap,300,2468,3112,-,IY1,50,yes,yes,Female,0,initial
1795,JP_9c4efu_reef048_R,9c4efu,Japanese,0.07,R,reef,262,1775,2588,-,IY1,50,yes,yes,Female,0,initial
1796,JP_9c4efu_reef101_R,9c4efu,Japanese,0.08,R,reef,260,1642,2485,-,IY1,50,yes,yes,Female,0,initial
1797,JP_9c4efu_reef150_R,9c4efu,Japanese,0.058,R,reef,326,1538,2459,-,IY1,50,yes,yes,Female,0,initial
1798,JP_9c4efu_reef198_R,9c4efu,Japanese,0.032,R,reef,294,1749,2552,-,IY1,50,yes,yes,Female,0,initial
1799,JP_9c4efu_reeve037_R,9c4efu,Japanese,0.114,R,reeve,267,2422,2978,-,IY1,50,yes,yes,Female,0,initial
1800,JP_9c4efu_reeve090_R,9c4efu,Japanese,0.042,R,reeve,292,1549,2308,-,IY1,50,yes,yes,Female,0,initial
1801,JP_9c4efu_reeve139_R,9c4efu,Japanese,0.034,R,reeve,274,1768,2438,-,IY1,50,yes,yes,Female,0,initial
1802,JP_9c4efu_reeve187_R,9c4efu,Japanese,0.05,R,reeve,300,1600,2411,-,IY1,50,yes,yes,Female,0,initial
1803,JP_9c4efu_room025_R,9c4efu,Japanese,0.102,R,room,330,1453,2441,-,UW1,50,yes,yes,Female,0,initial
1804,JP_9c4efu_room078_R,9c4efu,Japanese,0.104,R,room,360,1221,2364,-,UW1,50,yes,yes,Female,0,initial
1805,JP_9c4efu_room127_R,9c4efu,Japanese,0.06,R,room,353,1384,2418,-,UW1,50,yes,yes,Female,0,initial
1806,JP_9c4efu_room175_R,9c4efu,Japanese,0.092,R,room,312,1240,2575,-,UW1,50,yes,yes,Female,0,initial
1807,JP_9c4efu_rube054_R,9c4efu,Japanese,0.066,R,rube,320,1391,2475,-,UW1,50,yes,yes,Female,0,initial
1808,JP_9c4efu_rube107_R,9c4efu,Japanese,0.094,R,rube,263,1538,2201,-,UW1,50,yes,yes,Female,0,initial
1809,JP_9c4efu_rube156_R,9c4efu,Japanese,0.134,R,rube,292,1507,2433,-,UW1,50,yes,yes,Female,0,initial
1810,JP_9c4efu_rube204_R,9c4efu,Japanese,0.064,R,rube,287,1422,2277,-,UW1,50,yes,yes,Female,0,initial
1811,JP_birw55_lamb036_L,birw55,Japanese,0.086,L,lamb,473,1671,3175,-,AE1,50,yes,yes,Female,0,initial
1812,JP_birw55_lamb086_L,birw55,Japanese,0.056,L,lamb,500,1719,2893,-,AE1,50,yes,yes,Female,0,initial
1813,JP_birw55_lamb135_L,birw55,Japanese,0.054,L,lamb,440,1491,2980,-,AE1,50,yes,yes,Female,0,initial
1814,JP_birw55_lamb184_L,birw55,Japanese,0.074,L,lamb,524,1513,2809,-,AE1,50,yes,yes,Female,0,initial
1815,JP_birw55_lamb206_L,birw55,Japanese,0.082,L,lamb,357,1545,2383,-,AE1,50,yes,yes,Female,0,initial
1816,JP_birw55_lamp104_L,birw55,Japanese,0.11,L,lamp,463,1692,3000,-,AE1,50,yes,yes,Female,0,initial
1817,JP_birw55_lamp153_L,birw55,Japanese,0.068,L,lamp,441,1637,3087,-,AE1,50,yes,yes,Female,0,initial
1818,JP_birw55_lamp202_L,birw55,Japanese,0.072,L,lamp,463,1665,2955,-,AE1,50,yes,yes,Female,0,initial
1819,JP_birw55_lap132_L,birw55,Japanese,0.05,L,lap,444,1623,3020,-,AE1,50,yes,yes,Female,0,initial
1820,JP_birw55_lap181_L,birw55,Japanese,0.066,L,lap,411,1731,2948,-,AE1,50,yes,yes,Female,0,initial
1821,JP_birw55_leap102_L,birw55,Japanese,0.106,L,leap,320,1881,3237,-,IY1,50,yes,yes,Female,0,initial
1822,JP_birw55_leave085_L,birw55,Japanese,0.084,L,leave,426,2010,3320,-,IY1,50,yes,yes,Female,0,initial
1823,JP_birw55_leave134_L,birw55,Japanese,0.08,L,leave,383,1735,2859,-,IY1,50,yes,yes,Female,0,initial
1824,JP_birw55_loom079_L,birw55,Japanese,0.032,L,loom,391,1343,2032,-,UW1,50,yes,yes,Female,0,initial
1825,JP_birw55_loom128_L,birw55,Japanese,0.1,L,loom,356,1696,3131,-,UW1,50,yes,yes,Female,0,initial
1826,JP_birw55_loom205_L,birw55,Japanese,0.096,L,loom,339,1985,3122,-,UW1,50,yes,yes,Female,0,initial
1827,JP_birw55_lube096_L,birw55,Japanese,0.05,L,lube,438,1708,3054,-,UW1,50,yes,yes,Female,0,initial
1828,JP_birw55_lube194_L,birw55,Japanese,0.056,L,lube,383,1757,2425,-,UW1,50,yes,yes,Female,0,initial
1829,JP_birw55_lube207_L,birw55,Japanese,0.086,L,lube,340,1823,3203,-,UW1,50,yes,yes,Female,0,initial
1830,JP_birw55_ram195_R,birw55,Japanese,0.088,R,ram,492,1321,2013,-,AE1,50,yes,yes,Female,0,initial
1831,JP_birw55_ramp048_R,birw55,Japanese,0.054,R,ramp,419,1274,1969,-,AE1,50,yes,yes,Female,0,initial
1832,JP_birw55_ramp147_R,birw55,Japanese,0.088,R,ramp,302,1246,2022,-,AE1,50,yes,yes,Female,0,initial
1833,JP_birw55_ramp196_R,birw55,Japanese,0.104,R,ramp,378,1165,2067,-,AE1,50,yes,yes,Female,0,initial
1834,JP_birw55_rap103_R,birw55,Japanese,0.072,R,rap,436,1185,1917,-,AE1,50,yes,yes,Female,0,initial
1835,JP_birw55_rap152_R,birw55,Japanese,0.042,R,rap,528,1312,2039,-,AE1,50,yes,yes,Female,0,initial
1836,JP_birw55_rap201_R,birw55,Japanese,0.072,R,rap,430,1270,2008,-,AE1,50,yes,yes,Female,0,initial
1837,JP_birw55_reap028_R,birw55,Japanese,0.042,R,reap,474,1617,2402,-,IY1,50,yes,yes,Female,0,initial
1838,JP_birw55_reap078_R,birw55,Japanese,0.058,R,reap,458,1367,2305,-,IY1,50,yes,yes,Female,0,initial
1839,JP_birw55_reap176_R,birw55,Japanese,0.052,R,reap,340,1299,2474,-,IY1,50,yes,yes,Female,0,initial
1840,JP_birw55_reef049_R,birw55,Japanese,0.036,R,reef,443,1707,2688,-,IY1,50,yes,yes,Female,0,initial
1841,JP_birw55_reef099_R,birw55,Japanese,0.044,R,reef,455,1427,2369,-,IY1,50,yes,yes,Female,0,initial
1842,JP_birw55_reef148_R,birw55,Japanese,0.056,R,reef,416,1332,2222,-,IY1,50,yes,yes,Female,0,initial
1843,JP_birw55_reef197_R,birw55,Japanese,0.14,R,reef,447,1441,2201,-,IY1,50,yes,yes,Female,0,initial
1844,JP_birw55_reeve038_R,birw55,Japanese,0.032,R,reeve,483,1468,2232,-,IY1,50,yes,yes,Female,0,initial
1845,JP_birw55_reeve088_R,birw55,Japanese,0.038,R,reeve,488,1532,2328,-,IY1,50,yes,yes,Female,0,initial
1846,JP_birw55_reeve186_R,birw55,Japanese,0.05,R,reeve,398,1386,2572,-,IY1,50,yes,yes,Female,0,initial
1847,JP_birw55_room125_R,birw55,Japanese,0.054,R,room,410,1411,2047,-,UW1,50,yes,yes,Female,0,initial
1848,JP_birw55_rube154_R,birw55,Japanese,0.058,R,rube,397,1419,2360,-,UW1,50,yes,yes,Female,0,initial
1849,JP_birw55_rube203_R,birw55,Japanese,0.042,R,rube,377,1509,2359,-,UW1,50,yes,yes,Female,0,initial
1850,JP_c5y8z6_lamb036_L,c5y8z6,Japanese,0.046,L,lamb,413,1770,1807,-,AE1,50,yes,yes,Female,0,initial
1851,JP_c5y8z6_lamb087_L,c5y8z6,Japanese,0.044,L,lamb,482,1765,2687,-,AE1,50,yes,yes,Female,0,initial
1852,JP_c5y8z6_lamp054_L,c5y8z6,Japanese,0.04,L,lamp,500,1745,2037,-,AE1,50,yes,yes,Female,0,initial
1853,JP_c5y8z6_lamp105_L,c5y8z6,Japanese,0.03,L,lamp,487,1828,3172,-,AE1,50,yes,yes,Female,0,initial
1854,JP_c5y8z6_lap033_L,c5y8z6,Japanese,0.034,L,lap,468,1761,1869,-,AE1,50,yes,yes,Female,0,initial
1855,JP_c5y8z6_lap084_L,c5y8z6,Japanese,0.032,L,lap,494,1867,3469,-,AE1,50,yes,yes,Female,0,initial
1856,JP_c5y8z6_leap103_L,c5y8z6,Japanese,0.038,L,leap,470,2288,3035,-,IY1,50,yes,yes,Female,0,initial
1857,JP_c5y8z6_loom029_L,c5y8z6,Japanese,0.048,L,loom,471,1666,1936,-,UW1,50,yes,yes,Female,0,initial
1858,JP_c5y8z6_lube097_L,c5y8z6,Japanese,0.058,L,lube,448,1586,1917,-,UW1,50,yes,yes,Female,0,initial
1859,JP_c5y8z6_ram047_R,c5y8z6,Japanese,0.042,R,ram,495,1698,2034,-,AE1,50,yes,yes,Female,0,initial
1860,JP_c5y8z6_ramp048_R,c5y8z6,Japanese,0.04,R,ramp,513,1834,2223,-,AE1,50,yes,yes,Female,0,initial
1861,JP_c5y8z6_ramp099_R,c5y8z6,Japanese,0.044,R,ramp,482,1715,1909,-,AE1,50,yes,yes,Female,0,initial
1862,JP_c5y8z6_rap104_R,c5y8z6,Japanese,0.032,R,rap,492,1789,2040,-,AE1,50,yes,yes,Female,0,initial
1863,JP_cdsju7_lamb085_L,cdsju7,Japanese,0.054,L,lamb,500,1392,3411,-,AE1,50,yes,yes,Female,0,initial
1864,JP_cdsju7_lamb134_L,cdsju7,Japanese,0.1,L,lamb,476,1376,3117,-,AE1,50,yes,yes,Female,0,initial
1865,JP_cdsju7_lamb163_L,cdsju7,Japanese,0.132,L,lamb,500,1486,3230,-,AE1,50,yes,yes,Female,0,initial
1866,JP_cdsju7_lamb169_L,cdsju7,Japanese,0.074,L,lamb,464,1348,3155,-,AE1,50,yes,yes,Female,0,initial
1867,JP_cdsju7_lamp053_L,cdsju7,Japanese,0.066,L,lamp,493,1348,2902,-,AE1,50,yes,yes,Female,0,initial
1868,JP_cdsju7_lamp103_L,cdsju7,Japanese,0.088,L,lamp,497,1323,3191,-,AE1,50,yes,yes,Female,0,initial
1869,JP_cdsju7_lamp152_L,cdsju7,Japanese,0.07,L,lamp,477,1547,3165,-,AE1,50,yes,yes,Female,0,initial
1870,JP_cdsju7_lap032_L,cdsju7,Japanese,0.08,L,lap,457,1435,3063,-,AE1,50,yes,yes,Female,0,initial
1871,JP_cdsju7_lap082_L,cdsju7,Japanese,0.056,L,lap,469,1411,3204,-,AE1,50,yes,yes,Female,0,initial
1872,JP_cdsju7_lap131_L,cdsju7,Japanese,0.13,L,lap,465,1323,3219,-,AE1,50,yes,yes,Female,0,initial
1873,JP_cdsju7_leaf033_L,cdsju7,Japanese,0.102,L,leaf,465,1461,3000,-,IY1,50,yes,yes,Female,0,initial
1874,JP_cdsju7_leaf083_L,cdsju7,Japanese,0.084,L,leaf,459,1419,3199,-,IY1,50,yes,yes,Female,0,initial
1875,JP_cdsju7_leaf132_L,cdsju7,Japanese,0.114,L,leaf,463,1445,3061,-,IY1,50,yes,yes,Female,0,initial
1876,JP_cdsju7_leap051_L,cdsju7,Japanese,0.052,L,leap,261,1522,2644,-,IY1,50,yes,yes,Female,0,initial
1877,JP_cdsju7_leap101_L,cdsju7,Japanese,0.102,L,leap,461,1389,3041,-,IY1,50,yes,yes,Female,0,initial
1878,JP_cdsju7_leap150_L,cdsju7,Japanese,0.094,L,leap,450,1491,2806,-,IY1,50,yes,yes,Female,0,initial
1879,JP_cdsju7_leave034_L,cdsju7,Japanese,0.102,L,leave,450,1471,3077,-,IY1,50,yes,yes,Female,0,initial
1880,JP_cdsju7_leave084_L,cdsju7,Japanese,0.116,L,leave,458,1391,3080,-,IY1,50,yes,yes,Female,0,initial
1881,JP_cdsju7_leave133_L,cdsju7,Japanese,0.092,L,leave,416,1418,2955,-,IY1,50,yes,yes,Female,0,initial
1882,JP_cdsju7_loom028_L,cdsju7,Japanese,0.046,L,loom,337,1412,2903,-,UW1,50,yes,yes,Female,0,initial
1883,JP_cdsju7_loom078_L,cdsju7,Japanese,0.052,L,loom,438,1516,2870,-,UW1,50,yes,yes,Female,0,initial
1884,JP_cdsju7_loom127_L,cdsju7,Japanese,0.082,L,loom,442,1442,2852,-,UW1,50,yes,yes,Female,0,initial
1885,JP_cdsju7_lube045_L,cdsju7,Japanese,0.06,L,lube,438,1447,2783,-,UW1,50,yes,yes,Female,0,initial
1886,JP_cdsju7_lube095_L,cdsju7,Japanese,0.038,L,lube,381,1388,3152,-,UW1,50,yes,yes,Female,0,initial
1887,JP_cdsju7_ram046_R,cdsju7,Japanese,0.092,R,ram,465,1490,2925,-,AE1,50,yes,yes,Female,0,initial
1888,JP_cdsju7_ram096_R,cdsju7,Japanese,0.054,R,ram,542,1383,2496,-,AE1,50,yes,yes,Female,0,initial
1889,JP_cdsju7_ram145_R,cdsju7,Japanese,0.058,R,ram,590,1322,2440,-,AE1,50,yes,yes,Female,0,initial
1890,JP_cdsju7_ramp047_R,cdsju7,Japanese,0.032,R,ramp,566,1335,2452,-,AE1,50,yes,yes,Female,0,initial
1891,JP_cdsju7_ramp146_R,cdsju7,Japanese,0.032,R,ramp,530,1247,2311,-,AE1,50,yes,yes,Female,0,initial
1892,JP_cdsju7_rap052_R,cdsju7,Japanese,0.106,R,rap,430,1381,2741,-,AE1,50,yes,yes,Female,0,initial
1893,JP_cdsju7_rap102_R,cdsju7,Japanese,0.06,R,rap,610,1358,2283,-,AE1,50,yes,yes,Female,0,initial
1894,JP_cdsju7_rap151_R,cdsju7,Japanese,0.078,R,rap,441,1393,3052,-,AE1,50,yes,yes,Female,0,initial
1895,JP_cdsju7_reap027_R,cdsju7,Japanese,0.06,R,reap,472,1350,2606,-,IY1,50,yes,yes,Female,0,initial
1896,JP_cdsju7_reap077_R,cdsju7,Japanese,0.054,R,reap,452,1411,2628,-,IY1,50,yes,yes,Female,0,initial
1897,JP_cdsju7_reap126_R,cdsju7,Japanese,0.036,R,reap,494,1716,2503,-,IY1,50,yes,yes,Female,0,initial
1898,JP_cdsju7_reef048_R,cdsju7,Japanese,0.066,R,reef,479,1557,2622,-,IY1,50,yes,yes,Female,0,initial
1899,JP_cdsju7_reef098_R,cdsju7,Japanese,0.07,R,reef,490,1536,2538,-,IY1,50,yes,yes,Female,0,initial
1900,JP_cdsju7_reef147_R,cdsju7,Japanese,0.066,R,reef,447,1204,2564,-,IY1,50,yes,yes,Female,0,initial
1901,JP_cdsju7_reeve037_R,cdsju7,Japanese,0.068,R,reeve,450,1416,2581,-,IY1,50,yes,yes,Female,0,initial
1902,JP_cdsju7_reeve087_R,cdsju7,Japanese,0.072,R,reeve,452,1444,2815,-,IY1,50,yes,yes,Female,0,initial
1903,JP_cdsju7_reeve136_R,cdsju7,Japanese,0.038,R,reeve,469,1680,2611,-,IY1,50,yes,yes,Female,0,initial
1904,JP_cdsju7_room025_R,cdsju7,Japanese,0.066,R,room,422,1380,2673,-,UW1,50,yes,yes,Female,0,initial
1905,JP_cdsju7_room075_R,cdsju7,Japanese,0.078,R,room,456,1211,2635,-,UW1,50,yes,yes,Female,0,initial
1906,JP_cdsju7_room124_R,cdsju7,Japanese,0.084,R,room,484,1218,2474,-,UW1,50,yes,yes,Female,0,initial
1907,JP_cdsju7_rube104_R,cdsju7,Japanese,0.068,R,rube,435,1336,2836,-,UW1,50,yes,yes,Female,0,initial
1908,JP_cdsju7_rube153_R,cdsju7,Japanese,0.078,R,rube,455,1450,2723,-,UW1,50,yes,yes,Female,0,initial
1909,JP_cdsju7_rube166_R,cdsju7,Japanese,0.082,R,rube,483,1416,2332,-,UW1,50,yes,yes,Female,0,initial
1910,JP_fgd95u_lamb036_L,fgd95u,Japanese,0.048,L,lamb,385,1600,2865,-,AE1,50,yes,yes,Female,0,initial
1911,JP_fgd95u_lamb085_L,fgd95u,Japanese,0.048,L,lamb,283,1451,2927,-,AE1,50,yes,yes,Female,0,initial
1912,JP_fgd95u_lamp103_L,fgd95u,Japanese,0.042,L,lamp,298,1737,3308,-,AE1,50,yes,yes,Female,0,initial
1913,JP_fgd95u_lap033_L,fgd95u,Japanese,0.052,L,lap,424,1641,3000,-,AE1,50,yes,yes,Female,0,initial
1914,JP_fgd95u_lap082_L,fgd95u,Japanese,0.036,L,lap,483,1457,2912,-,AE1,50,yes,yes,Female,0,initial
1915,JP_fgd95u_leaf034_L,fgd95u,Japanese,0.058,L,leaf,267,1796,2718,-,IY1,50,yes,yes,Female,0,initial
1916,JP_fgd95u_leaf083_L,fgd95u,Japanese,0.07,L,leaf,311,1788,2918,-,IY1,50,yes,yes,Female,0,initial
1917,JP_fgd95u_leap052_L,fgd95u,Japanese,0.088,L,leap,273,1728,3201,-,IY1,50,yes,yes,Female,0,initial
1918,JP_fgd95u_leap101_L,fgd95u,Japanese,0.136,L,leap,335,1496,2633,-,IY1,50,yes,yes,Female,0,initial
1919,JP_fgd95u_leave035_L,fgd95u,Japanese,0.1,L,leave,275,1930,2696,-,IY1,50,yes,yes,Female,0,initial
1920,JP_fgd95u_leave084_L,fgd95u,Japanese,0.058,L,leave,262,1892,3419,-,IY1,50,yes,yes,Female,0,initial
1921,JP_fgd95u_loom029_L,fgd95u,Japanese,0.114,L,loom,310,1430,2719,-,UW1,50,yes,yes,Female,0,initial
1922,JP_fgd95u_loom078_L,fgd95u,Japanese,0.11,L,loom,257,1302,2748,-,UW1,50,yes,yes,Female,0,initial
1923,JP_fgd95u_lube095_L,fgd95u,Japanese,0.116,L,lube,283,1216,2786,-,UW1,50,yes,yes,Female,0,initial
1924,JP_fgd95u_ram047_R,fgd95u,Japanese,0.068,R,ram,462,1677,3024,-,AE1,50,yes,yes,Female,0,initial
1925,JP_fgd95u_ram096_R,fgd95u,Japanese,0.032,R,ram,439,1333,2131,-,AE1,50,yes,yes,Female,0,initial
1926,JP_fgd95u_ramp048_R,fgd95u,Japanese,0.038,R,ramp,451,1285,1895,-,AE1,50,yes,yes,Female,0,initial
1927,JP_fgd95u_ramp097_R,fgd95u,Japanese,0.036,R,ramp,584,1368,1975,-,AE1,50,yes,yes,Female,0,initial
1928,JP_fgd95u_rap053_R,fgd95u,Japanese,0.03,R,rap,431,1564,2601,-,AE1,50,yes,yes,Female,0,initial
